"Agency","Fiscal_Year","Program_Name","Gaa1","raa7","raa6"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Survey and Certification (Medicare Fee-for-Service)","Yes","","Yes"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Temporary High Risk Health Insurance Pool Program","Yes","","Yes"
"HHS","2024","Food and Drug Administration (FDA) - Animal Drugs and Feed","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Buildings and Facilities","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Center for Biologics","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Center for Devices and Radiological Health","Yes","","Yes"
"HHS","2024","Food and Drug Administration (FDA) - Coronavirus Emergency Funding Supplemental","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - CURES Activities","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - FDA Health Care Fraud and Abuse Control (HCFAC) Wedge Fund","Yes","","Yes"
"HHS","2024","Food and Drug Administration (FDA) - Foods","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - GSA Rental Payments","Yes","","Yes"
"HHS","2024","Food and Drug Administration (FDA) - Human Drugs","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - National Center for Toxicological Research","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Opioids - International Mail Facilities (IMF)","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Other Headquarters Activities","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Other Rent and Rent Related Activities","Yes","","Yes"
"HHS","2024","Food and Drug Administration (FDA) - Payment to FDA Innovation","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Reimbursable Program - Federal Sources","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Revolving Fund for Certification and Other Services (Reimbursable)","Yes","","Yes"
"HHS","2024","Food and Drug Administration (FDA) - User fees (Non General Fund)","Yes","",""
"HHS","2024","Food and Drug Administration (FDA) - Working Capital Fund","Yes","","Yes"
"HHS","2024","Health Resources and Services Administration (HRSA) - Compensation Claims for Post-FY 1989 Injuries","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Health Care Systems","Yes","","Yes"
"HHS","2024","Health Resources and Services Administration (HRSA) - Health Workforce","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Health Workforce (Mandatory)","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Maternal & Child Health (Discretionary)","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Maternal & Child Health (Mandatory)","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Maternal, Infant, and Early Childhood Home Visiting Programs","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Primary Health Care","Yes","","Yes"
"HHS","2024","Health Resources and Services Administration (HRSA) - Primary Health Care Health Centers and Free Clinics","Yes","","Yes"
"HHS","2024","Health Resources and Services Administration (HRSA) - Program Management","Yes","","Yes"
"HHS","2024","Health Resources and Services Administration (HRSA) - Reimbursable","Yes","",""
"HHS","2024","Health Resources and Services Administration (HRSA) - Rural Health","Yes","","Yes"
"HHS","2024","Health Resources and Services Administration (HRSA) - Ryan White HIV/AIDS","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) -  Purchased/Referred Care (Clinical Services)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Alcohol and Substance Abuse (Clinical Services)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Community Health Representatives (Preventive Health)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Contract Support Costs","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) - Dental Services (Clinical Services)","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) - Diabetes Funds","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Direct Operations","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Electronic Health Record System (Clinical Services)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Equipment","Yes","",""
"HHS","2024","Indian Health service (IHS) - Facilities and Environmental Health","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Health Education (Preventive Health)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Hospitals and Health Clinics (Clinical Services)","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) - Indian Health Care Improvement Fund (Clinical Services)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Indian Health Professions","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Indian Health Services (Reimbursable)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Maintenance","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Mental Health (Clinical Services)","Yes","",""
"HHS","2024","Indian Health Service (IHS) - Public Health Nursing (Preventive Health)","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) - Sanitation and Health Facilities","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) - Section 105(l) Leases","Yes","","Yes"
"HHS","2024","Indian Health Service (IHS) - Urban Health","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - Advanced Research Projects Agency for Health","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - Buildings and Facilities","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - Eunice K. Shriver National Institute of Child Health and Human Development","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - Fogarty International Center","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Cancer Institute","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Cancer Institute Frederick National Laboratory for Cancer Research/Federally Funded Research and Development Centers","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Center for Advancing Translational Sciences","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Center for Complementary and Integrative Health","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Eye Institute","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Heart, Lung, and Blood Institute","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Human Genome Research Institute","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of Allergy and Infectious Diseases","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of Arthritis and Musculoskeletal and Skin Diseases","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Institute of Biomedical Imaging and Bioengineering","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of Dental and Craniofacial Research","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Institute of Diabetes and Digestive and Kidney Diseases","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of Environmental Health Sciences","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of General Medical Sciences","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of Mental Health","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute of Neurological Disorders and Stroke","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Institute on Aging","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute on Alcohol Abuse and Alcoholism","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute on Deafness and Communication Disorders","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute on Drug Abuse","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Institute on Minority Health and Health Disparities","Yes","",""
"HHS","2024","National Institutes of Health (NIH) - National Institute on Nursing Research","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - National Library of Medicine","Yes","","Yes"
"HHS","2024","National Institutes of Health (NIH) - Office of the Director","Yes","",""
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Embryo Adoption Awareness Campaign","No","",""
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Family Planning","Yes","","Yes"
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - General Departmental Management","Yes","",""
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Minority HIV/AIDS Fund","Yes","","Yes"
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Office of Minority Health","Yes","",""
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Office of Research Integrity","Yes","",""
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Office on Women's Health","Yes","","Yes"
"HHS","2024","Office of the Assistant Secretary for Health (OASH) - Teen Pregnancy Prevention","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - 988 and Behavioral Health Crisis Coordinating Office","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Alcohol and Substance Abuse Prevention Minority AIDS","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Assisted Outpatient Treatment","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Building Communities of Recovery","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Certified Community Behavioral Health Clinics","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Children and Families","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Children's Mental Health Services","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Community Mental Health Services Block Grant","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Community Project Funding / Congressionally Directed Spending","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Criminal and Juvenile Justice Programs","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Criminal Justice Activities","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Disaster Relief","No","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Drug Abuse Warning Network","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - First Responder Training","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Garret Lee Smith Youth Suicide Prevention Resource Center","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Grants to Prevent Prescription Drug / Opioid Overdose","Yes","",""
"HHS","2024","Substance Abuse and Mental Health Services Administration (SAMHSA) - Health Surveillance","Yes","",""
