"End Date","Recorded Date","Agency","Program Name","GoalNumber","Goal","GoalStatus","GoalNote","GoalECD","Quarter Year"
"Apr 27 2023 10:15PM","Apr 27 2023 10:15PM","SBA","504 Certified Development Loans Approvals","Progress Goal #1","Reducing the IP and UP estimates","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 27 2023 10:29PM","Apr 27 2023 10:29PM","SBA","Paycheck Protection Program (PPP) Loan Approvals","Progress Goal #1","Reducing the IP and UP estimates","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 19 2019  3:08PM","Apr 19 2019  3:08PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #2","Continue formal outreach to plan sponsors for invalid/incomplete documentation in FY19, and distribute final findings reports to all plans participating in the national payment error estimate to provide feedback on submission and validation results.","On-Track","","Dec  1 2019 12:00AM","Q2 2019"
"Apr 28 2023  7:38AM","Apr 28 2023  7:38AM","DOD","DoD Travel Pay","Progress Goal #1","Continue to hold working group sessions to review monthly improper payment and error reports and identify the root causes of overpayments. Once root causes are identified, the DoD will develop and implement internal controls to help prevent and/or reduce overpayments.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Feb 12 2021  1:58PM","Feb 12 2021  1:58PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","Approximately 96% of all returns claiming of ACTC were filed electronically.","Sep  1 2021 12:00AM","Q1 2021"
"Apr 28 2023 10:25AM","Apr 28 2023 10:25AM","HHS","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","Progress Goal #1","Re-calculate payments and deductions through post-payment analyses. This includes leveraging pay files, systems, validating recipients for application-based payments, and exploratory analysis for determining and authenticating recipients’ payment history.","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 19 2019  4:33PM","Apr 19 2019  4:33PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","Synthesize and analyze the detailed error data from the IPERIA reviews in preparation for 2019 presentation to Approved Insurance Providers (AIPs).","Completed","N/A as optional","Feb  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  9:52AM","Apr 19 2019  9:52AM","VA","Purchased Long Term Services and Supports","Progress Goal #2","Dedicate staff to assist with collection of supporting documentation to provide in a timely manner for IPERA testing results.","On-Track","Interview and select approved detailed appointment.","Apr  1 2019 12:00AM","Q2 2019"
"Apr 28 2023 10:36AM","Apr 28 2023 10:36AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Progress Goal #1","Conduct effective on-boarding and ad hoc training for Eligibility Support Workers on Data Matching Issue resolution, manual eligiblity verifications, casework, and outreach in order to optimize the efficacy of their activities.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Apr 28 2023 10:51AM","Apr 28 2023 10:51AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #1","Offer Medicaid-only provider screening to states. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of overpayments measured.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Apr 26 2022  4:10PM","Apr 26 2022  4:10PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #1","UI Integrity Center released Bank Account Verification (BAV) 
in the Integrity Data Hub production to allow states to validate 
account status and authorized users on bank accounts provided 
on UI claims for receipt of benefits.","Completed","States are rapidly onboarding to use the BAV service.  At the end of the reporting quarter, 12 states were using BAV and 8 states were system testing to use BAV. ETA will announce the BAV service in a forthcoming Training and Employment Notice. ","Feb  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  2:19PM","Apr 28 2022  2:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #1","Offer Medicaid-only provider screening to states. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of error measured.","On-Track","HHS piloted a process to screen Medicaid-only providers on behalf of states. 10 states are currently participating in provider screening and HHS continues to contact other states to gauge interest.","Dec  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #1","Contract-level RADV Audit for Payment Year 2015: Review 64 percent of the medical records submitted by audited Medicare Advantage plans by June 30, 2022.","On-Track","Contract-level RADV Audit for Payment Year 2015: As of March 31, 2022, 55 percent of the medical records submitted by audited Medicare Advantage plans had been reviewed.","Jun  1 2022 12:00AM","Q2 2022"
"Nov 13 2020 12:58PM","Nov 13 2020 12:58PM","DOD","Military Pay","Progress Goal #1","Reassess newly implemented standard operating procedures to identify any gaps in business processes to disseminate sample listing, communication between the Services and the submission of supporting documentation response process.  ","On-Track","","Dec  1 2020 12:00AM","Q4 2020"
"Oct 26 2022  1:11PM","Oct 26 2022  1:11PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","Completed","","Sep  1 2022 12:00AM","Q4 2022"
"Apr 16 2021  3:01PM","Apr 16 2021  3:01PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #1","Prior Authorization Model for Repetitive Scheduled Non-emergent Ambulance Transport","On-Track","In FY 2021, HHS continued the prior authorization program for repetitive, scheduled non-emergent ambulance transports in 8 states and DC. HHS plans to expand into additional states in FY 2021.","Dec  1 2021 12:00AM","Q2 2021"
"May  6 2022 10:50AM","May  6 2022 10:50AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","RMA is conducting a Program Review addressing production to count calculations.  The policies have been identified and the reviews are in the process of being completed.  Once completed, Approved Insurance Providers will be notified of the results.","On-Track","","Jun  1 2022 12:00AM","Q1 2022"
"Apr 26 2023 12:45PM","Apr 26 2023 12:45PM","VA","VA Community Care","Progress Goal #2","Program Office to communicate clarified contract requirements to Third Party Administrator.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Apr 13 2021  3:15PM","Apr 13 2021  3:15PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #2","Continue the development of the information exchange from third-party Payroll Data Provider (PDP) to receive WEI.","On-Track","","Sep  1 2021 12:00AM","Q2 2021"
"Apr 27 2023  9:51AM","Apr 27 2023  9:51AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #2","On March 13, 2023, ETA hosted a national call with states and DOL-OIG to share trends on techniques DOL-OIG uses to prepare UI data for analysis to identify trends indicating potential fraud and to provide states with information on money mules.","Completed","","Mar  1 2023 12:00AM","Q2 2023"
"Apr 26 2023  8:33AM","Apr 26 2023  8:33AM","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Progress Goal #2","Finalize FY 2023 sampling and estimation methodology plan ","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Apr 28 2023  3:18PM","Apr 28 2023  3:18PM","ED","William D. Ford Federal Direct Loan Program","Progress Goal #2","FSA continually performs training activities to mitigate root causes of improper payments. FSA recently delivered a Webinar titled “Verification 22-23 and 23-24.” The event attracted 1,971 participants from the financial aid community, setting a new attendance milestone, and FSA team also fielded nearly 250 questions during Q&A.
","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 27 2023 12:59PM","Apr 27 2023 12:59PM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 27 2023  1:51PM","Apr 27 2023  1:51PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 27 2023  2:55PM","Apr 27 2023  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","RMA has compiled a list of questions that will be used to assess the AIP's quality control measures implemented to their daily operation as a result of COVID-19. This assessment will take place during RMA's AIP Performance Review.","On-Track","","Aug  1 2023 12:00AM","Q2 2023"
"Apr 27 2023  3:09PM","Apr 27 2023  3:09PM","SBA","COVID-Economic Injury Disaster Loan (EIDL)","Progress Goal #2","","","","","Q2 2023"
"Apr 19 2023  2:55PM","Apr 19 2023  2:55PM","SSA","Supplemental Security Income (SSI)","Progress Goal #2","Modernize the Debt Management System to enable us to more effectively and efficiently post, track, and collect overpayments.","On-Track","","Sep  1 2025 12:00AM","Q2 2023"
"Apr 20 2023  7:16AM","Apr 20 2023  7:16AM","OPM","Federal Retirement Services","Progress Goal #2","Conduct Death Master File Match","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 28 2023  9:09AM","Apr 28 2023  9:09AM","DOD","Military Retirement","Progress Goal #1","R&A has partnered with DMDC and is continuing to pursue efforts to implement an alternative source of death data. The effort is on track for implementation calendar year 2024. At that time, it is expected the new and improved death data files will include all information currently received from DMDC. This data will be received on a more frequent basis, thus reducing errors associated with timeliness and supporting documentation.    ","On-Track","","Jul  1 2023 12:00AM","Q2 2023"
"Apr 28 2023 10:55AM","Apr 28 2023 10:55AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #1","Offer Medicaid-only provider screening to states. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of overpayments measured.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Apr 19 2023  2:33PM","Apr 19 2023  2:33PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #2","Modernize the Debt Management System to enable us to more effectively and efficiently post, track, and collect overpayments.","On-Track","","Sep  1 2025 12:00AM","Q2 2023"
"Apr 27 2023  2:05PM","Apr 27 2023  2:05PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #2","Reject electronic returns with missing or inconsistent information via math error.","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 27 2023  2:14PM","Apr 27 2023  2:14PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 26 2023 12:45PM","Apr 26 2023 12:45PM","VA","VA Community Care","Progress Goal #1","Ensure the Third Party Administrator makes system adjustments and/or updates based on findings from pricing discrepancies.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
