"Agency","Program_Name","Fiscal_Year","Month_and_Year_start__date_for_data","Month_and_Year_end__date_for_data","CY_Confidence_Level_%","CY_Margin__of_Error_+/-","Outlays_($M)","IP_Amount_($M)","CY_Over-payment_$","CY_Under-payment_$","CY_Unknown_Payments_$","CY_Technically_Improper__due_to_Statute_or_Reg_$","CY_Overpayment_Rate","CY_Under_payment_Rate","CY_Unknown_Payments_Rate","CY_Technically_Improper_due_to_Statute_or_Reg_Rate","IP_Rate","IP_Unknown_Amount_($M)","IP_Unknown_Rate","IP_Unknown_Target_Rate","Outlays_Current_Year+1_Amount","Unknown_Curent_Year+1_Amount","IP_Current_Year+1_Amount","IP_Unknown_Current_Year+1_Rate"
"SBA","Office of Women's Business Ownership (OWBO)","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Paycheck Protection Program (PPP) Loan Approvals","2022","2020-10-01","2022-03-01","95% to <100%","3.0","685179.3571160000","12529.3317840000","12529.3317840000","0.0000000000","16497.7131440000","0.0000000000","0.01828620730000","0.00000000000000","0.02407794830000","0.00000000000000","0.01828620730000","29027.0449280000","0.04236415560000","0.00000000000000","0.0000000000","0.0000000000","0.0000000000",""
"SBA","Paycheck Protection Program (PPP) Loan Forgiveness","2023","2022-04-01","2023-03-01","95% to <100%","3.0","46280.9953470000","896.0444670000","873.9283780000","22.1160890000","17842.2248780000","0.0000000000","0.01888309380000","0.00047786550000","0.38551947170000","0.00000000000000","0.01936095930000","18738.2693450000","0.40488043100000","0.01840000000000","2344.8817480000","0.0000000000","43.1458241632","0.01840000000000"
"SBA","Paycheck Protection Program (PPP) Loan Forgiveness","2024","2023-04-01","2024-03-01","95% to <100%","4.05","1507.1954953300","317.8268099900","292.2530553800","25.5737546100","61.2568095700","0.0000000000","0.19390520757600","0.01696777537400","0.04064290913800","0.00000000000000","0.21087298295100","379.0836195600","0.25151589208900","","302.6402140000","0.0000000000","30.2640210000","0.09999999867800"
"SBA","Paycheck Protection Program (PPP) Loan Guaranty Purchases","2023","2022-04-01","2023-03-01","95% to <100%","3.0","8274.1959830000","125.7700370000","125.7700370000","0.0000000000","3940.7135560000","0.0000000000","0.01520027290000","0.00000000000000","0.47626543580000","0.00000000000000","0.01520027290000","4066.4835930000","0.49146570870000","0.01420000000000","10069.9520600000","0.0000000000","142.9933192520","0.01420000000000"
"SBA","Paycheck Protection Program (PPP) Loan Guaranty Purchases","2024","2023-04-01","2024-03-01","95% to <100%","3.48","6792.0789365400","1662.3041176000","1662.3041176000","0.0000000000","16.7007107100","0.0000000000","0.24474157811300","0.00000000000000","0.00245885109200","0.00000000000000","0.24474157811300","1679.0048283100","0.24720042920500","0.10000000000000","1982.0979380000","0.0000000000","198.2097938000","0.10000000000000"
"SBA","Prime Technical Assistance","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Restaurant Revitalization Fund","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Restaurant Revitalization Fund","2024","2021-05-01","2023-03-01","95% to <100%","0.0","28599.5077484000","0.0717080000","0.0717080000","0.0000000000","8670.7203410000","0.0000000000","0.00000250731600","0.00000000000000","0.30317725805900","0.00000000000000","0.00000250731600","8670.7920490000","0.30317976537500","0.00000000000000","0.0000000000","0.0000000000","0.0000000000",""
"SBA","SBA Administrative Contracts","2004","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2005","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2006","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2007","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2008","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2009","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2010","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2011","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2012","","","","","130.0000000000","","","","","","","","","","0.09615384620000","12.5000000000","0.09615384620000","","","","",""
"SBA","SBA Administrative Contracts","2013","","","","","121.4000000000","","","","","","","","","","0.11614497530000","14.1000000000","0.11614497530000","","","","",""
"SBA","SBA Administrative Contracts","2014","","","","","92.6000000000","","","","","","","","","","0.08423326130000","7.8000000000","0.08423326130000","","","","",""
"SBA","SBA Administrative Contracts","2015","","","","","105.4400000000","","14.2600000000","0.0000000000","","","0.13524279210000","0.00000000000000","","","0.13524279210000","14.2600000000","0.13524279210000","","","","",""
"SBA","SBA Administrative Contracts","2016","","","","","112.4300000000","","11.6400000000","0.0010000000","","","0.10353108600000","0.00000889440000","","","0.10353108600000","11.6400000000","0.10353108600000","","","","",""
"SBA","SBA Administrative Contracts","2017","","","","","110.2100000000","","5.4800000000","0.0100000000","","","0.04972325560000","0.00009073590000","","","0.04985028580000","5.4940000000","0.04985028580000","","","","",""
"SBA","SBA Administrative Contracts","2018","","","","","120.3400000000","","2.2200000000","0.0400000000","","","0.01844773140000","0.00033239160000","","","0.01878012300000","2.2600000000","0.01878012300000","","","","",""
"SBA","SBA Administrative Contracts","2019","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2020","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Contracts","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2012","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2013","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2014","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2015","","","","","0.5100000000","","0.0050000000","0.0000000000","","","0.00980392160000","0.00000000000000","","","0.00980392160000","0.0050000000","0.00980392160000","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2016","","","","","0.1500000000","","0.0009000000","0.0000000000","","","0.00600000000000","0.00000000000000","","","0.00600000000000","0.0009000000","0.00600000000000","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2017","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2018","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2019","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Other Administrative Spending","2020","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2012","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2013","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2014","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2015","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2015","","","","","136.7400000000","","0.2800000000","0.1300000000","","","0.00204768170000","0.00095070940000","","","0.00299839110000","0.4100000000","0.00299839110000","","","","",""
"SBA","SBA Administrative Payroll","2016","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2016","","","","","27.1100000000","","0.0580000000","0.0080000000","","","0.00213943190000","0.00029509410000","","","0.00243452600000","0.0660000000","0.00243452600000","","","","",""
"SBA","SBA Administrative Payroll","2017","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2018","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2019","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2019","2017-09-01","2018-08-31","$0.95","+/- 0.2453","334.2000000000","0.3300000000","0.3300000000","0.0000000000","0.0000000000","0.0000000000","0.00098743270000","0.00000000000000","0.00000000000000","0.00000000000000","0.00098743270000","0.3300000000","0.00098743270000","","","","",""
"SBA","SBA Administrative Payroll","2020","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2020","2018-10-01","2019-10-01","0.95","  +/- 0.001 ","198.0098447400","0.0007148600","0.0007148600","0.0000000000","0.0000000000","0.0000000000","0.00000361020000","0.00000000000000","0.00000000000000","0.00000000000000","0.00000361020000","0.0007148600","0.00000361020000","","","","",""
"SBA","SBA Administrative Payroll","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Payroll","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2012","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2013","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2014","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2015","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2015","","","","","10.1200000000","","0.0090000000","0.0030000000","","","0.00088932810000","0.00029644270000","","","0.00118577080000","0.0120000000","0.00118577080000","","","","",""
"SBA","SBA Administrative Travel","2016","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2016","","","","","0.2700000000","","0.0000000000","0.0002000000","","","0.00000000000000","0.00074074070000","","","0.00074074070000","0.0002000000","0.00074074070000","","","","",""
"SBA","SBA Administrative Travel","2017","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2018","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2019","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2019","2017-09-01","2018-08-31","$0.95","+/- 1.95","79.1200000000","2.1000000000","2.0700000000","0.0300000000","0.1700000000","0.0000000000","0.02616279070000","0.00037917090000","0.00214863500000","0.00000000000000","0.02654196160000","2.2700000000","0.02869059660000","","","","",""
"SBA","SBA Administrative Travel","2020","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2020","2018-10-01","2019-10-01","0.95"," +/- 0.126","26.3296510500","0.0355153600","0.0354826500","0.0000327100","0.0000000000","0.0000000000","0.00134763080000","0.00000124230000","0.00000000000000","0.00000000000000","0.00134887320000","0.0355153600","0.00134887320000","","","","",""
"SBA","SBA Administrative Travel","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Administrative Travel","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SBA Other Administrative Spending","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","SERVICE CORPS OF RETIRED EXECUTIVES PROGRAM (SCORE)","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Service Corps of Retired Executives Program (SCORE)","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Shuttered Venue Operators Grant Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Shuttered Venue Operators Grant Program","2024","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Small Business Development Center (SBDC)","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Small Business Development Center (SBDC)","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Small Business Investment Companies Advances","2004","","","","","2787.0000000000","","","","","","","","","","0.04628632940000","129.0000000000","0.04628632940000","","","","",""
"SBA","Small Business Investment Companies Advances","2005","","","","","1568.0000000000","","","","","","","","","","0.00701530610000","11.0000000000","0.00701530610000","","","","",""
"SBA","Small Business Investment Companies Advances","2006","","","","","2709.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","Small Business Investment Companies Advances","2007","","","","","2525.0000000000","","","","","","","","","","0.00158415840000","4.0000000000","0.00158415840000","","","","",""
