"Agency","Program_Name","Fiscal_Year","key","value"
"STATE","Voluntary Contributions","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Voluntary Contributions","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Voluntary Contributions","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","Voluntary Contributions","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Voluntary Contributions","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Voluntary Contributions","2021","Total Overpayment Amount Recovered","0.0000000000"
"STATE","Voluntary Contributions","2021","Total Overpayment Amount Identified","0.0000000000"
"STATE","Voluntary Contributions","2021","Returned to Original Account","0.0000000000"
"TREASURY","","2023","OP Amt Identified outside of Payment Recapture Audits","86.0000000000"
"TREASURY","","2023","OP Amt Recapture outside of Payment Recapture Audits","59.0000000000"
"TREASURY","","2023","OP Amt Identified through Payment Recapture Audits","0.4300000000"
"TREASURY","","2023","OP Amt Recaptured through Payment Recapture Audits","0.2000000000"
"TREASURY","","2023","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","","2023","Disposition of Funds through FM Improvement Activities","0.0030000000"
"TREASURY","","2023","Disposition of Funds Through Original Purpose","0.0200000000"
"TREASURY","","2023","Disposition of Funds Through Office of Inspector General","0.0000000000"
"TREASURY","","2023","Disposition of Funds Through Returned to Treasury","0.1800000000"
"TREASURY","","2023","Aging of Outstanding OP Identified Remaining Unrecovered","0.0509000000"
"TREASURY","","2023","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0009000000"
"TREASURY","","2023","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0500000000"
"TREASURY","","2023","Aging of Outstanding OP Identified Amt over 1 year","0.1500000000"
"TREASURY","","2023","Aging of Outstanding OP Identified determined not collectable","0.0040000000"
"TREASURY","","2023","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"TREASURY","","2023","Total Overpayment Amount Recovered","59.2000000000"
"TREASURY","","2023","Total Overpayment Amount Identified","86.4300000000"
"TREASURY","","2023","Returned to Original Account","0.0000000000"
"TREASURY","","2023","Recovery Audit Amount Outstanding Rate","11.8372093023"
"TREASURY","","2023","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.9302325581"
"TREASURY","","2023","Recovery Audit Amount Identified In Prior Reporting Periods Determined Not Collectable During This Reporting Period","0.0200000000"
"TREASURY","DCP","2017","OP Amt Identified through Payment Recapture Audits","1.3318000000"
"TREASURY","DCP","2017","OP Amt Recaptured through Payment Recapture Audits","1.1552000000"
"TREASURY","DCP","2017","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","DCP","2017","Disposition of Funds Through Original Purpose","1.1552000000"
"TREASURY","DCP","2017","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0588000000"
"TREASURY","DCP","2017","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0323000000"
"TREASURY","DCP","2017","Aging of Outstanding OP Identified Amt over 1 year","0.4551000000"
"TREASURY","DCP","2017","Aging of Outstanding OP Identified determined not collectable","0.6319000000"
"TREASURY","DFF","2020","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"TREASURY","DFF","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"TREASURY","FinCEN","2018","OP Amt Identified outside of Payment Recapture Audits","0.0009000000"
"TREASURY","FinCEN","2018","OP Amt Recapture outside of Payment Recapture Audits","0.0008000000"
"TREASURY","FinCEN","2018","OP Amt Identified through Payment Recapture Audits","0.0011000000"
"TREASURY","FinCEN","2018","OP Amt Recaptured through Payment Recapture Audits","0.0005000000"
"TREASURY","FinCEN","2018","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","FinCEN","2018","Disposition of Funds Through Original Purpose","0.0001000000"
"TREASURY","FinCEN","2018","Disposition of Funds Through Returned to Treasury","0.0004000000"
"TREASURY","FinCEN","2018","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0007000000"
"TREASURY","FinCEN","2018","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"TREASURY","FinCEN","2018","Total Overpayment Amount Recovered","0.0013000000"
"TREASURY","FinCEN","2018","Total Overpayment Amount Identified","0.0020000000"
"TREASURY","FINCEN","2019","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"TREASURY","FINCEN","2019","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"TREASURY","FINCEN","2019","OP Amt Identified through Payment Recapture Audits","0.0032000000"
"TREASURY","FINCEN","2019","OP Amt Recaptured through Payment Recapture Audits","0.0037000000"
"TREASURY","FINCEN","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","FINCEN","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"TREASURY","FINCEN","2019","Disposition of Funds Through Original Purpose","0.0007000000"
"TREASURY","FINCEN","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"TREASURY","FINCEN","2019","Disposition of Funds Through Returned to Treasury","0.0029000000"
"TREASURY","FINCEN","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"TREASURY","FINCEN","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"TREASURY","FINCEN","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"TREASURY","FINCEN","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"TREASURY","FINCEN","2019","Aging of Outstanding OP Identified determined not collectable","0.0003000000"
"TREASURY","FINCEN","2019","Total Overpayment Amount Recovered","0.0037000000"
"TREASURY","FINCEN","2019","Total Overpayment Amount Identified","0.0032000000"
"TREASURY","Departmental Offices - Cybersecurity Enhancement Account","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"TREASURY","Departmental Offices - Cybersecurity Enhancement Account","2021","Total Overpayment Amount Recovered","0.0000000000"
"TREASURY","Departmental Offices - Cybersecurity Enhancement Account","2021","Total Overpayment Amount Identified","0.0000000000"
"TREASURY","Departmental Offices - Cybersecurity Enhancement Account","2021","Returned to Original Account","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Total Overpayment Amount Recovered","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Total Overpayment Amount Identified","0.0000000000"
"TREASURY","Departmental Offices - Economic Stabilization Program","2021","Returned to Original Account","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","OP Amt Identified through Payment Recapture Audits","0.6800000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","OP Amt Recaptured through Payment Recapture Audits","0.6800000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Disposition of Funds Through Returned to Treasury","0.0040000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0030000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0030000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Aging of Outstanding OP Identified determined not collectable","0.0020000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Total Overpayment Amount Recovered","0.6800000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Total Overpayment Amount Identified","0.6800000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Returned to Original Account","0.6800000000"
"TREASURY","Departmental Offices - Office of Terrorism and Financial Intelligence","2021","Recovery Audit Amount Outstanding Rate","0.0044117647"
