"Agency","Fiscal_Year","Program_Name","in_draft","Was_the_Program_or_Activity_Susceptible_to_Significant_Improper_","raa6_2","raa7_2"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - ACO REACH (Medicare Part B)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - ACO REACH Model","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Administration (Innovation)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Basic Health Program","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Building Innovation Pipeline","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Bundled Payments for Care Improvement Advanced Model","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Consolidated Appropriations Act of 2021 Implementation Fund","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Coronavirus Supplemental","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - ESRD Networks","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Exchange Program Integrity","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Federal Administration (Medicare Fee-for-Service)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Federal Exchange Operations","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Financial Alignment Initiative for Medicare-Medicaid Enrollees","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Home Health Service Prior Authorization","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Inflation Reduction Act Implementation Fund","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Integrated Care for Kids Model","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Kidney Care Choices (Benefits)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Kidney Care Choices Model","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Learning Networks","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Maryland Total Cost of Care (Benefits)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Maryland Total Cost of Care Model","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Meaningful Use of EHRs","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicaid Adult Quality Measures","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicaid Fraud Control Units","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicaid Home Health Planning Grants","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicaid Integrity Program","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicaid Program Integrity","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicaid","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Enrollment","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Independence at Home (Benefits)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Operations Anomaly","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Program Integrity","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Shared Savings (Hospital Insurance)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare Shared Savings (Supplementary Medical Insurance)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Medicare-Medicaid Coordination","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Money Follows the Person Demonstration","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Navigator Grants","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - No Surprises Act Implementation Fund","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Oncology Care Model (Benefits)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Over the Counter COVID-19 Test Benefits","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Part D Redesign Implementation","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Primary Care First (Benefits)","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Primary Care First Model Options","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Private Insurance Innovation Waivers","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Private Insurance Risk Adjustment Program","0","","No","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Program Operations (Medicare Fee-for-Service)","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Quality Improvement Organizations - Administration","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Quality Improvement Organizations - Beneficiary and Family Centered Care","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Quality Improvement Organizations - Clinical Quality Improvement","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Quality Improvement Organizations - SNF Infection Control Support","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Quality Improvement Organizations - Support Contracts","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Quality Measure Endorsement","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Research (Medicare Fee-for-Service)","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Survey and Certification (Grants to States for Medicaid)","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Survey and Certification (Medicare Fee-for-Service)","0","","Yes","No"
"HHS","2024","Centers for Medicare & Medicaid Services (CMS) - Temporary High Risk Health Insurance Pool Program","0","","Yes","No"
"HHS","2024","Food and Drug Administration (FDA) - Animal Drugs and Feed","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Buildings and Facilities","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Center for Biologics","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Center for Devices and Radiological Health","0","","Yes","No"
"HHS","2024","Food and Drug Administration (FDA) - Coronavirus Emergency Funding Supplemental","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - CURES Activities","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - FDA Health Care Fraud and Abuse Control (HCFAC) Wedge Fund","0","","Yes","No"
"HHS","2024","Food and Drug Administration (FDA) - Foods","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - GSA Rental Payments","0","","Yes","No"
"HHS","2024","Food and Drug Administration (FDA) - Human Drugs","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - National Center for Toxicological Research","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Opioids - International Mail Facilities (IMF)","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Other Headquarters Activities","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Other Rent and Rent Related Activities","0","","Yes","No"
"HHS","2024","Food and Drug Administration (FDA) - Payment to FDA Innovation","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Reimbursable Program - Federal Sources","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Revolving Fund for Certification and Other Services (Reimbursable)","0","","Yes","No"
"HHS","2024","Food and Drug Administration (FDA) - User fees (Non General Fund)","0","","No","No"
"HHS","2024","Food and Drug Administration (FDA) - Working Capital Fund","0","","Yes","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Compensation Claims for Post-FY 1989 Injuries","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Health Care Systems","0","","Yes","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Health Workforce (Mandatory)","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Health Workforce","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Maternal & Child Health (Discretionary)","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Maternal & Child Health (Mandatory)","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Maternal, Infant, and Early Childhood Home Visiting Programs","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Primary Health Care Health Centers and Free Clinics","0","","Yes","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Primary Health Care","0","","Yes","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Program Management","0","","Yes","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Provider Relief Fund Uninsured","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Reimbursable","0","","No","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Rural Health","0","","Yes","No"
"HHS","2024","Health Resources and Services Administration (HRSA) - Ryan White HIV/AIDS","0","","Yes","No"
"HHS","2024","Indian Health Service (IHS) -  Purchased/Referred Care (Clinical Services)","0","","No","No"
"HHS","2024","Indian Health Service (IHS) - Alcohol and Substance Abuse (Clinical Services)","0","","No","No"
