"End Date","Recorded Date","Agency","Program Name","ActionNumber","ActionTaken","RecoveryMethod","OverpaymentsRecoverPlan","Quarter Year"
"Jul 24 2024  9:34AM","Jul 24 2024  9:34AM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","Overpayments #3","","","","Q3 2024"
"Jul 24 2024 11:45AM","Jul 24 2024 11:45AM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #3","","","","Q3 2024"
"Jul 26 2024 11:42AM","Jul 26 2024 11:42AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Fee-for-Service (FFS)","Overpayments #3","Used the Targeted Probe and Educate medical review process to review and correct overpayments and educate providers to prevent future errors.","Recovery Activity","Use a comprehensive approach to prevent overpayments through proactive measures. National prior authorization programs are considered part of the overall recovery strategy, reducing or eliminating the need for recovery activities.","Q3 2024"
"Jul 26 2024 12:00PM","Jul 26 2024 12:00PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Advantage (Part C)","Overpayments #3","","","","Q3 2024"
"Jul 26 2024  4:06PM","Jul 26 2024  4:06PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #3","","","","Q3 2024"
"Jul 26 2024  4:31PM","Jul 26 2024  4:31PM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","Overpayments #3","","","","Q3 2024"
"Jul 29 2024  2:28PM","Jul 29 2024  2:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","Overpayments #3","States are responsible for sending demand letters to the appropriate providers or plans, collecting overpayments, and remitting the federal share to CMS. Providers may appeal the findings of a final audit report through their stateâ€™s administrative process.","Recovery Audit","Unified Program Integrity Contractors conduct post-payment investigations and audits of Medicaid providers and managed care plans throughout the country and report identified overpayments to the states for recovery.","Q3 2024"
"Jul 31 2024  1:54PM","Jul 31 2024  1:54PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #3","","","","Q3 2024"
"Jul 31 2024  4:20PM","Jul 31 2024  4:20PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #3","","","","Q3 2024"
"Aug  1 2024 11:11AM","Aug  1 2024 11:11AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #3","","","","Q3 2024"
"Jul 31 2024  4:30PM","Jul 31 2024  4:30PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #3","","","","Q3 2024"
"Apr 27 2023 10:15PM","Apr 27 2023 10:15PM","SBA","504 Certified Development Loans Approvals","Overpayments #3","","","","Q2 2023"
"Apr 28 2023 10:55AM","Apr 28 2023 10:55AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #3","The most common provider type audits and investigations initiated were hospitals, clinics, pharmacies and pharmacists, hospices, Durable Medical Equipment suppliers, and labs. Managed care network providers made up over 50 percent of those audits and investigations.","Recovery Audit","Unified Program Integrity Contractors conduct audits and investigations to reduce fraud, waste, and abuse in Medicare and Medicaid.","Q2 2023"
"Aug  1 2023  4:04PM","Aug  1 2023  4:04PM","DOD","DoD Travel Pay","Overpayments #1","Recouped funds for erroneous payments. Alerted travelers to errors before being identified in audit processes. Identified trends and training needs. For FY 2023, DTMO has identified $4.70M in overpayments, of which $1.48M, or 31.5 percent, has been recovered by the DoD.","Recovery Audit","DTS Tool reviews all voucher data to identify improper payments (IP). When an IP is identified, the tool sends emails to the traveler and the Authorizing Official (AO) with correcting instructions. Commands are responsible to correct and establish debts to collect IP.","Q3 2023"
"Aug  4 2023  8:15AM","Aug  4 2023  8:15AM","SBA","Paycheck Protection Program (PPP) Loan Approvals","Overpayments #1","In accordance with regulation, if a loan is partially forgiven, or forgiveness denied, the remaining balance on the loan must be repaid by the loan maturity date. If the borrower did not submit a forgiveness application by 5/12/22, the borrower must begin making payments. ","Recovery Activity","When PPP forgiveness request is submitted, SBA reviews eligibility and documentation to determine whether the borrower had eligible expenses during the covered period, and, if so, how much. SBA will continue to review PPP forgiveness to assess borrower eligibility and amount","Q3 2023"
"Apr 28 2023 10:36AM","Apr 28 2023 10:36AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Overpayments #1","","Recovery Activity","Recovery of overpayments is conducted by the Internal Revenue Service through Federal tax filing and reconciliation.","Q2 2023"
"Apr 28 2023 10:51AM","Apr 28 2023 10:51AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Overpayments #1","States are generally required to establish State Medicaid Recovery Audit Programs to identify and recover overpayments, to the extent possible.","Recovery Audit","States are generally required to establish State Medicaid Recovery Audit Programs to identify and recover overpayments, to the extent possible.","Q2 2023"
"Apr 27 2023  4:38PM","Apr 27 2023  4:38PM","VA","Pension","Overpayments #2","","","","Q2 2023"
"Apr 27 2023 10:29PM","Apr 27 2023 10:29PM","SBA","Paycheck Protection Program (PPP) Loan Approvals","Overpayments #3","","","","Q2 2023"
"Apr 27 2023  2:05PM","Apr 27 2023  2:05PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #2","Document Matching – Through the second quarter of FY23, the IRS has completed document matching assessments of more than 3,000 returns claiming the EITC, protecting nearly $10.8M.","Recovery Activity","Document Matching- IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required. ","Q2 2023"
"Apr 27 2023  2:14PM","Apr 27 2023  2:14PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #2","•	Two- and 10-Year Bans – Through the second quarter of FY23, the IRS has imposed two-year bans on 627 taxpayers deemed to have claimed the ACTC in reckless and intentional disregard of the law, and 14 10-year bans on taxpayers deemed to have claimed the ACTC fraudulently.","Recovery Activity","Two- and 10-Year Bans – The IRS imposes two and 10-year bans on taxpayers if the IRS determines that the taxpayers' claims were due to reckless or intentional disregard of the rules and regulations or to fraud.","Q2 2023"
"Aug 13 2021 11:53AM","Aug 13 2021 11:53AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #1","ETA issued Unemployment Insurance Program Letter (UIPL) 19-21, to provide guidance to states on the proportional distribution methodology for recovering federally funded Unemployment Compensation benefits, which are held by banks and financial institutions as a result of suspicious and/or potentially fraudulent activity â€“ (May 04, 2021).  ","Recovery Activity","ETA will provide technical assistance to states on overpayment recovery methods and best practices and find opportunity to streamline state recovery efforts. ","Q3 2021"
"Aug 17 2021  3:04PM","Aug 17 2021  3:05PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #1","Examination Closures","Recovery Activity","IRS conducts post refund audits selected by Dependent Database (DDb) to recapture payments that were made to ineligible taxpayers or payments in the wrong amount that were made to eligible taxpayers.","Q3 2021"
"Jul 26 2021  5:09PM","Jul 26 2021  5:09PM","VA","VA Community Care","Overpayments #2","OCC has awarded a new recovery audit contract and is preparing to operationalize that contract. The new contractor is currently scheduled to begin auditing claims for the VACC, CHAMPVA and Spina Bifida Health Care programs in FY 2021.","Recovery Audit","Contractor will identify overpayments by provider TIN and aggregate those debts by fiscal year. The VA Debt Management Center will send notices of indebtedness to providers and use the cross-servicing and Treasury offset programs for unpaid debts.","Q3 2021"
"Jan 28 2022  4:26PM","Jan 28 2022  4:26PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #2","For more information pertaining to the recovery of overpayments in the CHIP program, please see the Medicare & Medicaid Program Integrity Report to Congress on the CMS website. https://www.cms.gov/About-CMS/Components/CPI/CPIReportsGuidance","Recovery Activity","For more information pertaining to the recovery of overpayments in the CHIP program, please see the Medicare & Medicaid Program Integrity Report to Congress on the CMS website. https://www.cms.gov/About-CMS/Components/CPI/CPIReportsGuidance","Q1 2022"
"Aug 11 2021  8:02AM","Aug 11 2021  8:02AM","ED","Federal Pell Grant Program","Overpayments #2","As part of its oversight activities, FSA performs program reviews of selected schools to confirm FSA requirements for institutional eligibility, financial responsibility, and administrative capability were met. For errors identified in performance, FSA assesses monetary liabilities that are calculated based on program review findings, and FSA identifies actions that schools must take to make whole FSA programs or recipients for any funds that were improperly managed and to prevent the same problems from recurring.","Recovery Activity","ED will continue to collect monies from schools against the accounts receivable established for assessed liabilities resulting from program reviews and, if/as necessary, pursue collection.","Q3 2021"
