"Agency","Program_Name","Fiscal_Year","Payment_Type","Program_Design_or_Structural_Issue","Inability_to_Authenticate_Eligibility","Inability_to_Authenticate_Eligibility:_Inability_to_Access_Data","Inability_to_Authenticate_Eligibility:_Data_Needed_Does_Not_Exis","Insufficient_Documentation_to_Determine","Failure_to_Access_Data","Address_Location","Contractor_or_Provider_Status","Financial"
"OPM","Federal Employes Health Benefits","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employes Health Benefits","2021","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employes Health Benefits","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employes Health Benefits","2021","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Retirement Services","2015","Overpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2017","Overpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2016","Overpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2018","Overpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2020","Overpayments","","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Retirement Services","2019","Overpayments","0.0000000000","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Retirement Services","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","228.2800000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2021","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Retirement Services","2020","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Retirement Services","2019","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Retirement Services","2015","Underpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2016","Underpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2018","Underpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2017","Underpayments","","","","","","","","",""
"OPM","Federal Retirement Services","2021","Underpayments","","","0.0000000000","0.0000000000","","91.5300000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2020","Underpayments","","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Retirement Services","2019","Underpayments","0.0000000000","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Retirement Services","2020","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Retirement Services","2019","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Retirement Services","2021","Unknown","","","","","10.8600000000","","","",""
"OPM","Federal Retirement Services","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2023","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2024","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2023","Overpayments within agency control","","","0.0000000000","0.0000000000","","224.3300000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2024","Overpayments within agency control","","","0.0000000000","0.0000000000","","243.7000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","244.6800000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Retirement Services","2023","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Retirement Services","2024","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Retirement Services","2022","Underpayments","","","0.0000000000","0.0000000000","","81.1300000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2023","Underpayments","","","0.0000000000","0.0000000000","","113.2200000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2024","Underpayments","","","0.0000000000","0.0000000000","","93.7500000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Retirement Services","2024","Unknown","","","","","11.9400000000","","","",""
"OPM","Federal Retirement Services","2022","Unknown","","","","","12.1300000000","","","",""
"OPM","Federal Retirement Services","2023","Unknown","","","","","23.5000000000","","","",""
"OPM","Payroll - Office of Personnel Management","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Payroll - Office of Personnel Management","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Payroll - Office of Personnel Management","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Payroll - Office of Personnel Management","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Payroll - Office of Personnel Management","2022","Unknown","","","","","0.0000000000","","","",""
"OPM","Purchase Cards - Office of Personnel Management","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Purchase Cards - Office of Personnel Management","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Purchase Cards - Office of Personnel Management","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Purchase Cards - Office of Personnel Management","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Purchase Cards - Office of Personnel Management","2022","Unknown","","","","","0.0000000000","","","",""
"OPM","Vendor Payments - Office of Personnel Management","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Vendor Payments - Office of Personnel Management","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Vendor Payments - Office of Personnel Management","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Vendor Payments - Office of Personnel Management","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Vendor Payments - Office of Personnel Management","2022","Unknown","","","","","0.0000000000","","","",""
"OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","2022","Technically Improper","0.0000000000","","","","","","","",""
"OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","2022","Unknown","","","","","0.0000000000","","","",""
"PBGC","Benefit Payments","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Benefit Payments","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Benefit Payments","2022","Technically Improper","0.0000000000","","","","","","","",""
"PBGC","Benefit Payments","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Benefit Payments","2022","Unknown","","","","","0.0000000000","","","",""
"PBGC","Contractor Payments","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Contractor Payments","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Contractor Payments","2022","Technically Improper","0.0000000000","","","","","","","",""
"PBGC","Contractor Payments","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Contractor Payments","2022","Unknown","","","","","0.0000000000","","","",""
"PBGC","Multiemployer Financial Assistance Payments","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Multiemployer Financial Assistance Payments","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Multiemployer Financial Assistance Payments","2022","Technically Improper","0.0000000000","","","","","","","",""
"PBGC","Multiemployer Financial Assistance Payments","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Multiemployer Financial Assistance Payments","2022","Unknown","","","","","0.0000000000","","","",""
"PBGC","Payments to Federal Employees","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Payments to Federal Employees","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Payments to Federal Employees","2022","Technically Improper","0.0000000000","","","","","","","",""
"PBGC","Payments to Federal Employees","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Payments to Federal Employees","2022","Unknown","","","","","0.0000000000","","","",""
"PBGC","Premium Refunds","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Premium Refunds","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Premium Refunds","2022","Technically Improper","0.0000000000","","","","","","","",""
"PBGC","Premium Refunds","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PBGC","Premium Refunds","2022","Unknown","","","","","0.0000000000","","","",""
"PC","Volunteer Service","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PC","Volunteer Service","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PC","Volunteer Service","2022","Technically Improper","0.0000000000","","","","","","","",""
"PC","Volunteer Service","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"PC","Volunteer Service","2022","Unknown","","","","","0.0000000000","","","",""
"RRB","Employee Payments - Railroad Retirement Board","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"RRB","Employee Payments - Railroad Retirement Board","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
