"End Date","Recorded Date","Agency","Program Name","Accomplishment","AccomplishmentDate","Quarter Year"
"Jul 28 2022  6:48PM","Jul 28 2022  6:48PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","In 2022, the Medicaid Integrity Institute discussed education and outreach to territories; PI (Program Integrity) risk assessments; PI review process overview; opioid fraud, waste, and abuse data; and Medicaid provider enrollment and terminations.","Jul  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:08PM","Jul 28 2022  7:08PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","HHS expanded Prior Authorization of Repetitive, Scheduled Non-emergent, Ambulance Transport by adding 9 additional states.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:19PM","Jul 28 2022  7:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","","","Q3 2022"
"Jul 28 2022  7:28PM","Jul 28 2022  7:28PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","","","Q3 2022"
"Oct 26 2022  1:18PM","Oct 26 2022  1:18PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","The Latino Tax Fest is the largest gathering of tax professionals and accountants who serve the Latino and immigrant market. The presentation included information specific to understanding eligibility rules for the refundable credits, ","Jul  1 2022 12:00AM","Q4 2022"
"Jul 29 2022  9:48AM","Jul 29 2022  9:48AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Software Developer Working Group-The 3rd quarter SDWG meeting was held provide an overview of The American Rescue Plan of 2021 changes related to the CTC, including the End of Year Letter 6419, and the reconciliation of the advance CTC.","Apr  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:01AM","Jul 29 2022 10:01AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Software Developer Working Group (SDWG)- The third quarter SDWG meeting was held to assist preparers in meeting their due diligence. Topics discussed included an overview of The American Rescue Plan of 2021 (ARP) changes.","Apr  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:10AM","Jul 29 2022 10:10AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Software Developer Working Group- The third quarter SDWG meeting was held to discuss the Prior Year Earned Income issue for the EITC.","Apr  1 2022 12:00AM","Q3 2022"
"Aug  1 2022 11:16AM","Aug  1 2022 11:16AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Identified and/or engaged 24 states for the Tiger Team initiative
in Year 1 (July 2021 – June 2022) of the project.","Jun  1 2022 12:00AM","Q3 2022"
"Aug  5 2022  8:28AM","Aug  5 2022  8:28AM","FCC","Universal Service Fund - Lifeline","Supported continuation of COVID waivers.","Jun  1 2022 12:00AM","Q3 2022"
"Apr 27 2023  3:09PM","Apr 27 2023  3:09PM","SBA","COVID-Economic Injury Disaster Loan (EIDL)","The SBA ceased accepting new applications as of January 1, 2022. As of May 6, 2022, requests for loan increases or reconsideration of previously declined loan applications, were no longer being accepted. The program has ended.","Oct  1 2022 12:00AM","Q2 2023"
"Apr 27 2023  3:09PM","Apr 27 2023  3:09PM","SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","The Program’s anticipated compliance with the Payment Integrity Information Act (PIIA). The SBA ceased accepting new applications as of January 1, 2022; it is not in the interest of the Agency to expend time and resources to address improvements to a now-defunct program. ","Oct  1 2022 12:00AM","Q2 2023"
"Oct 29 2024  1:48PM","Oct 29 2024  1:49PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Completed data collection for the certification component of USDA's school meal improper payment study (Access, Participation, Eligibility and Certification Study) and began preliminary data analysis.","Jul  1 2024 12:00AM","Q4 2024"
"Aug  7 2023  7:55AM","Aug  7 2023  7:55AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Participated in the OIG's exit conference regarding USDA’s Compliance with Improper Payment Requirements for Fiscal Year 2022.","May  1 2023 12:00AM","Q3 2023"
"Feb 18 2025  5:34PM","Feb 18 2025  5:34PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","FNS's annual State Agency Meeting was in 12/24. FNS staff discussed operations with state agency staff and answered questions related to program integrity. FNS staff presented in a general session focused on improper payments and fraud in CN programs.","Dec  1 2024 12:00AM","Q1 2025"
"Apr 27 2023  2:14PM","Apr 27 2023  2:14PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Software Developer Working Group (SDWG) – The FY 2023 First Quarter SDWG meeting was held to discuss issues and concerns related to refundable tax credits, as well as the Return Preparer Strategy (RPS) FY 2023 treatments.","Oct  1 2022 12:00AM","Q2 2023"
"Apr 27 2023  2:05PM","Apr 27 2023  2:05PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Software Developer Working Group (SDWG) – The FY 2023 First Quarter SDWG meeting was held to discuss issues and concerns related to refundable tax credits, as well as the Return Preparer Strategy (RPS) FY 2023 treatments.","Oct  1 2022 12:00AM","Q2 2023"
"Apr 27 2023  2:55PM","Apr 27 2023  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Participated in the entrance conference of OIG's audit of Improper Payments (50024-0003-24). ","Dec  1 2022 12:00AM","Q2 2023"
"Apr 27 2023  1:51PM","Apr 27 2023  1:51PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Software Developer Working Group (SDWG) – The FY 2023 First Quarter SDWG meeting was held to discuss issues and concerns related to the EITC, as well as the Return Preparer Strategy (RPS) FY 2023 treatments.","Oct  1 2022 12:00AM","Q2 2023"
"Aug  1 2023  4:04PM","Aug  1 2023  4:04PM","DOD","DoD Travel Pay","Conducted training (i.e., Army Financial Management and DFAS Workshop, FSO Worldwide Workshop in February 2023 attended by over 500 personnel in person and remotely) on important topics such as the major causes and prevention of improper payments throughout the Department.","Jun  1 2023 12:00AM","Q3 2023"
"Oct 26 2023  1:46PM","Oct 26 2023  1:46PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Software Developers Working Group (SDWG) – The IRS continued its partnership by holding its fourth quarter meeting in August 2023 with members of key tax software associations to reduce refundable credit errors, including those related to the EITC.","Aug  1 2023 12:00AM","Q4 2023"
"Apr 26 2023  8:33AM","Apr 26 2023  8:33AM","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","FTA distributed improper payment guidance to all grant recipients requesting that transit authorities continue to practice robust internal control procedures throughout the payment lifecycle.","Mar  1 2023 12:00AM","Q2 2023"
"Apr 19 2023  2:33PM","Apr 19 2023  2:33PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","In October 2022, we mailed out 19,130 notices to beneficiaries receiving spousal benefits who may have sufficient earnings to be eligible for higher retirement benefits based on their own earnings. ","Oct  1 2022 12:00AM","Q2 2023"
"Apr 19 2023  2:55PM","Apr 19 2023  2:55PM","SSA","Supplemental Security Income (SSI)","In December 2022, we issued a reminder on how to process student earned income exclusions to ensure that certain SSI recipients who qualify for the exclusion benefit from it.  ","Dec  1 2022 12:00AM","Q2 2023"
"Apr 20 2023  7:16AM","Apr 20 2023  7:16AM","OPM","Federal Retirement Services","Completed FERS Annuity Supplement Survey ","Feb  1 2023 12:00AM","Q2 2023"
"Apr 26 2023 12:45PM","Apr 26 2023 12:45PM","VA","VA Community Care","Researched incorrect billing vendor errors that occurred in eCAMS. Those errors were caused by authorizations entered in the referrals and authorizations system, Health Share Management System and should not have been allowed to process.","Oct  1 2022 12:00AM","Q2 2023"
"Apr 27 2023  9:51AM","Apr 27 2023  9:51AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","ETA issued TEN No. 14-22 to announce changes to the ID Fraud reporting website, which included increased readability and strengthened the reminder to the public to be aware of phishing schemes. The TEN also reminded states about protecting UI ID fraud victims.","Jan  1 2023 12:00AM","Q2 2023"
"Apr 28 2023 11:30AM","Apr 28 2023 11:30AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","In March 2023, a Part C Fraud, Waste, and Abuse Webinar was made available to all Plans.","Mar  1 2023 12:00AM","Q2 2023"
"Apr 28 2023 11:38AM","Apr 28 2023 11:38AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Completed Nuedexta audit for drugs prescribed to beneficiaries for purposes other than a medically accepted indication. Nuedextra is a drug approved for the treatment of Pseudobulbar Affect.","Jan  1 2023 12:00AM","Q2 2023"
"Apr 28 2023  2:02PM","Apr 28 2023  2:02PM","DOD","Military Health Benefits - Healthcare","DHA continues to improve its statistical sampling plans.  The first risk-based sample of claims has been developed to test a new approach to sampling for compliance reviews.  Claim documentation for this focus study will arrive in May 2023.    ","Feb  1 2023 12:00AM","Q2 2023"
"Apr 28 2023  3:18PM","Apr 28 2023  3:18PM","ED","William D. Ford Federal Direct Loan Program","FSA implemented a new software tool that enables user access to import Direct Loan School Account Statement (SAS) and Rebuild files sent by the COD System.
","Mar  1 2023 12:00AM","Q2 2023"
"Apr 28 2023  3:35PM","Apr 28 2023  3:35PM","ED","Federal Pell Grant Program","FSA implemented a new software tool that enables user access to import Pell YTD files and Rebuild files sent by the COD System.
","Mar  1 2023 12:00AM","Q2 2023"
"Apr 19 2023  2:33PM","Apr 19 2023  2:33PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","In November 2022, for processing reports of death, we issued a reminder to technicians on which record to review and how to determine if we already have proof of death. The reminder also instructs technicians to monitor payment records after entering a date of death. ","Nov  1 2022 12:00AM","Q2 2023"
"Apr 19 2023  2:55PM","Apr 19 2023  2:55PM","SSA","Supplemental Security Income (SSI)","In December 2022, we published on YouTube, a video, “How to Report Wages” about the importance of reporting wages and the various reporting options available which can help save time without the need to call, visit, or write the local office. ","Dec  1 2022 12:00AM","Q2 2023"
"Apr 20 2023  7:16AM","Apr 20 2023  7:16AM","OPM","Federal Retirement Services","Adjudication of DNP file completed (monthly)","Mar  1 2023 12:00AM","Q2 2023"
"Apr 26 2023  8:33AM","Apr 26 2023  8:33AM","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","","","Q2 2023"
"Jan 25 2024  9:40AM","Jan 25 2024  9:40AM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","","Dec  1 2023 12:00AM","Q1 2024"
"Apr 26 2023 12:45PM","Apr 26 2023 12:45PM","VA","VA Community Care","The program office informed the third party administrator of inconsistencies with pricing identified during program oversight review.","Jan  1 2023 12:00AM","Q2 2023"
"Apr 27 2023  9:51AM","Apr 27 2023  9:51AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","The UI Integrity Center completed development and testing of the Integrity Data Hub (IDH) and DOL-OIG data sharing capability and now regularly shares potential allegations of fraud, waste, abuse, mismanagement, and misconduct identified by the IDH with the DOL-OIG.","Jan  1 2023 12:00AM","Q2 2023"
"Apr 28 2023 10:25AM","Apr 28 2023 10:25AM","HHS","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","The program has progressed into a more standardized process for calculating Provider Relief Fund payments. This includes leveraging pay files, systems, and validating recipients for application-based payments.","Oct  1 2022 12:00AM","Q2 2023"
"Apr 28 2023 10:36AM","Apr 28 2023 10:36AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Conducted additional training sessions related to Data Matching Issues verifications, casework, and outreach ","Nov  1 2022 12:00AM","Q2 2023"
"Apr 28 2023 10:51AM","Apr 28 2023 10:51AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Monitored Medicaid-only providers in 6 states and offered a data compare service that allows states to remove dually enrolled providers from the revalidation workload. 38 states have participated in the data compare service.","Oct  1 2022 12:00AM","Q2 2023"
"Apr 28 2023 11:14AM","Apr 28 2023 11:14AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Implemented a voluntary prior authorization process for Power Mobility Device Accessories with a Power Mobility Device Base.","Mar  1 2023 12:00AM","Q2 2023"
